MatchID,InningsNo,Team,PlayerName,Overs,Maidens,Runs,Wickets,Wides,NoBalls,Economy,BowlingOrder,TotalLegalBallsBowled,DotBalls,Ones,Twos,Threes,Fours,Sixes,StrikeRate
22,1,RCB,Akash Deep,4.0,0,58,0,4,0,14.5,3,24,6,8,1,0,5,4,0.0
22,1,RCB,Glenn Maxwell,3.0,0,29,0,0,0,9.67,4,18,9,5,0,0,0,4,0.0
22,1,RCB,Shahbaz Ahmed,2.0,0,18,0,0,0,9.0,5,12,1,8,2,0,0,1,0.0
22,1,RCB,Wanindu Hasaranga,3.0,0,35,2,1,0,11.67,6,18,6,6,1,0,3,3,9.0
22,2,CSK,Moeen Ali,3.0,0,19,0,0,0,6.33,1,18,8,7,0,0,3,0,0.0
22,2,CSK,Mukesh Choudhary,3.0,0,40,1,2,0,13.33,2,18,4,5,2,3,2,2,18.0
22,2,CSK,Maheesh Theekshana,4.0,0,33,4,0,0,8.25,3,24,10,9,1,0,1,3,6.0
22,2,CSK,Ravindra Jadeja,4.0,0,39,3,0,0,9.75,4,24,10,5,3,0,4,2,8.0
22,2,CSK,Chris Jordan,2.0,0,20,0,0,0,10.0,5,12,2,6,1,0,3,0,0.0
22,2,CSK,Dwayne Bravo,4.0,0,42,1,6,1,10.5,6,24,6,11,4,0,4,0,24.0
23,1,MI,Basil Thampi,4.0,0,47,2,2,0,11.75,1,24,7,7,4,0,3,3,12.0
23,1,MI,Jaydev Unadkat,4.0,0,44,1,1,0,11.0,2,24,8,8,2,0,3,3,24.0
23,1,MI,Jasprit Bumrah,4.0,0,28,1,2,0,7.0,3,24,6,14,2,0,3,0,24.0
23,1,MI,Murugan Ashwin,4.0,0,34,1,0,0,8.5,4,24,7,12,1,0,2,2,24.0
23,1,MI,Tymal Mills,4.0,0,37,0,2,0,9.25,5,24,6,13,0,0,4,1,0.0
23,2,PBSK,Vaibhav Arora,4.0,0,43,1,2,0,10.75,1,24,9,9,0,0,2,4,24.0
23,2,PBSK,Kagiso Rabada,4.0,0,29,2,0,0,7.25,2,24,15,3,1,0,3,2,12.0
23,2,PBSK,Arshdeep Singh,4.0,0,29,0,0,1,7.25,3,24,11,6,4,0,2,1,0.0
23,2,PBSK,Odean Smith,3.0,0,30,4,2,0,10.0,4,18,9,4,1,0,1,3,4.5
23,2,PBSK,Liam Livingstone,1.0,0,11,0,0,0,11.0,5,6,1,3,0,0,2,0,0.0
23,2,PBSK,Rahul Chahar,4.0,0,44,0,0,0,11.0,6,24,6,12,0,0,2,4,0.0
24,1,RR,James Neesham,3.0,0,29,0,0,0,9.67,1,18,5,7,1,0,5,0,0.0
24,1,RR,Prasidh Krishna,4.0,0,35,0,1,1,8.75,2,24,11,7,0,0,5,1,0.0
24,1,RR,Kuldeep Sen,4.0,0,51,1,0,0,12.75,3,24,6,7,1,0,9,1,24.0
24,1,RR,Yuzvendra Chahal,4.0,0,32,1,1,0,8.0,4,24,6,15,0,0,1,2,24.0
24,1,RR,Riyan Parag,1.0,0,12,1,0,0,12.0,5,6,2,2,0,0,1,1,6.0
24,1,RR,Ravichandran Ashwin,4.0,0,33,0,1,0,8.25,6,24,9,8,4,0,1,2,0.0
24,2,GT,Mohammad Shami,4.0,0,39,1,0,0,9.75,1,24,6,9,4,0,4,1,24.0
24,2,GT,Yash Dayal,4.0,0,40,3,0,0,10.0,2,24,13,2,1,0,6,2,8.0
24,2,GT,Rashid Khan,4.0,0,24,0,0,0,6.0,3,24,11,9,1,1,1,1,0.0
24,2,GT,Lockie Ferguson,4.0,0,23,3,0,0,5.75,4,24,12,9,1,0,0,2,8.0
24,2,GT,Rahul Tewatia,1.0,0,9,0,0,0,9.0,5,6,2,3,0,0,0,1,0.0
24,2,GT,Hardik Pandya,2.3,0,18,1,2,0,7.2,6,15,4,8,2,0,1,0,15.0
24,2,GT,Vijay Shankar,0.3,0,1,0,0,0,2.0,7,3,2,1,0,0,0,0,0.0
25,1,SRH,Bhuvneshwar Kumar,4.0,0,37,1,1,0,9.25,1,24,13,3,1,1,4,2,24.0
25,1,SRH,Marco Jansen,4.0,0,26,1,1,0,6.5,2,24,12,7,2,0,2,1,24.0
25,1,SRH,T Natarajan,4.0,0,37,3,0,0,9.25,3,24,11,5,2,0,4,2,8.0
25,1,SRH,Umran Malik,4.0,0,27,2,0,0,6.75,4,24,15,2,3,1,1,2,12.0
25,1,SRH,Shashank Singh,1.0,0,10,0,1,0,10.0,5,6,1,3,1,0,1,0,0.0
25,1,SRH,Jagadeesha Suchith,3.0,0,32,1,0,0,10.67,6,18,6,6,1,0,3,2,18.0
25,2,KKR,Umesh Yadav,4.0,0,31,0,1,0,7.75,1,24,10,8,1,0,5,0,0.0
25,2,KKR,Pat Cummins,3.5,0,40,1,2,0,10.43,2,23,8,10,0,0,4,2,23.0
25,2,KKR,Andre Russell,2.0,0,20,2,1,0,10.0,3,12,6,3,0,0,2,2,6.0
25,2,KKR,Aman Khan,1.0,0,13,0,0,0,13.0,4,6,1,3,0,0,1,1,0.0
25,2,KKR,Varun Chakaravarthy,3.0,0,45,0,0,0,15.0,5,18,2,9,0,0,3,4,0.0
25,2,KKR,Sunil Narine,4.0,0,23,0,0,0,5.75,6,24,8,13,2,0,0,1,0.0
26,1,MI,Tilak Varma,1.0,0,7,0,0,0,7.0,1,6,2,3,0,0,1,0,0.0
26,1,MI,Jaydev Unadkat,4.0,0,32,2,1,0,8.0,2,24,8,11,1,0,3,1,12.0
26,1,MI,Murugan Ashwin,4.0,0,33,1,0,0,8.25,3,24,8,11,1,0,2,2,24.0
26,1,MI,Jasprit Bumrah,4.0,0,24,0,2,0,6.0,4,24,9,10,4,0,1,0,0.0
26,1,MI,Tymal Mills,3.0,0,54,0,1,0,18.0,5,18,3,4,0,0,9,2,0.0
26,1,MI,Fabian Allen,4.0,0,46,1,0,0,11.5,6,24,6,10,1,0,4,3,24.0
26,2,LSG,Jason Holder,4.0,0,34,1,2,0,8.5,1,24,7,10,4,0,3,1,24.0
26,2,LSG,Dushmantha Chameera,4.0,0,48,1,1,0,12.0,2,24,11,5,1,0,4,4,24.0
26,2,LSG,Avesh Khan,4.0,0,30,3,1,0,7.5,3,24,14,3,1,0,6,0,8.0
26,2,LSG,Ravi Bishnoi,4.0,0,34,1,1,0,8.5,4,24,4,15,1,0,4,0,24.0
26,2,LSG,Marcus Stoinis,2.0,0,13,1,0,0,6.5,5,12,4,5,2,0,1,0,12.0
26,2,LSG,Krunal Pandya,2.0,0,16,0,0,0,8.0,6,12,2,8,0,0,2,0,0.0
27,1,DC,Mustafizur Rahman,4.0,0,48,0,1,0,12.0,1,24,8,7,0,0,7,2,0.0
27,1,DC,Shardul Thakur,4.0,0,27,1,1,0,6.75,2,24,14,4,2,0,3,1,24.0
27,1,DC,Khaleel Ahmed,4.0,0,36,1,0,0,9.0,3,24,9,8,2,0,3,2,24.0
27,1,DC,Axar Patel,4.0,0,29,1,1,0,7.25,4,24,7,13,1,0,3,0,24.0
27,1,DC,Kuldeep Yadav,4.0,0,46,1,3,0,11.5,5,24,7,9,2,0,3,3,24.0
27,2,RCB,Glenn Maxwell,2.0,0,14,0,0,0,7.0,1,12,4,6,1,0,0,1,0.0
27,2,RCB,Mohammed Siraj,4.0,0,31,2,0,0,7.75,2,24,10,7,4,0,1,2,12.0
27,2,RCB,Josh Hazlewood,4.0,0,28,3,1,0,7.0,3,24,12,7,1,0,3,1,8.0
27,2,RCB,Shahbaz Ahmed,2.0,0,19,0,2,0,9.5,4,12,3,7,0,0,1,1,0.0
27,2,RCB,Harshal Patel,4.0,0,40,0,1,0,10.0,5,24,5,13,1,0,3,2,0.0
27,2,RCB,Wanindu Hasaranga,4.0,0,40,1,0,0,10.0,6,24,9,8,1,0,3,3,24.0
28,1,SRH,Bhuvneshwar Kumar,4.0,0,22,3,0,0,5.5,1,24,13,6,3,0,1,1,8.0
28,1,SRH,Marco Jansen,4.0,0,35,0,1,0,8.75,2,24,11,6,1,0,5,1,0.0
28,1,SRH,T Natarajan,4.0,0,38,1,4,0,9.5,3,24,8,9,3,0,3,1,24.0
28,1,SRH,Jagadeesha Suchith,4.0,0,28,1,1,0,7.0,4,24,10,11,0,0,1,2,24.0
28,1,SRH,Umran Malik,4.0,1,28,4,0,0,7.0,5,24,15,4,0,0,3,2,6.0
28,2,PBSK,Vaibhav Arora,3.5,0,35,0,0,0,9.13,1,23,9,7,1,0,5,1,0.0
28,2,PBSK,Kagiso Rabada,4.0,0,29,1,0,0,7.25,2,24,9,7,5,0,3,0,24.0
28,2,PBSK,Arshdeep Singh,4.0,0,32,0,2,0,8.0,3,24,7,10,4,0,3,0,0.0
28,2,PBSK,Rahul Chahar,4.0,0,28,2,1,0,7.0,4,24,7,13,3,0,2,0,12.0
28,2,PBSK,Odean Smith,1.0,0,8,0,0,0,8.0,5,6,3,2,0,0,0,1,0.0
28,2,PBSK,Liam Livingstone,2.0,0,19,0,0,0,9.5,6,12,3,7,0,0,0,2,0.0
29,1,GT,Mohammad Shami,4.0,0,20,1,2,0,5.0,1,24,13,8,1,0,2,0,24.0
29,1,GT,Yash Dayal,4.0,0,40,1,1,1,10.0,2,24,8,10,2,0,3,2,24.0
29,1,GT,Alzarri Joseph,4.0,0,34,2,1,0,8.5,3,24,10,9,1,0,1,3,12.0
29,1,GT,Lockie Ferguson,4.0,0,46,0,0,0,11.5,4,24,5,12,0,0,4,3,0.0
29,1,GT,Rashid Khan,4.0,0,29,0,0,0,7.25,5,24,5,15,2,0,1,1,0.0
29,2,CSK,Mukesh Choudhary,3.0,0,18,1,1,0,6.0,1,18,10,5,0,0,3,0,18.0
29,2,CSK,Maheesh Theekshana,4.0,0,24,2,0,0,6.0,2,24,8,14,0,0,2,1,12.0
29,2,CSK,Chris Jordan,3.5,0,58,0,0,1,15.13,3,23,4,7,3,0,5,4,0.0
29,2,CSK,Ravindra Jadeja,3.0,0,25,1,0,0,8.33,4,18,6,9,0,0,1,2,18.0
29,2,CSK,Moeen Ali,2.0,0,17,0,0,0,8.5,5,12,3,7,0,0,1,1,0.0
29,2,CSK,Dwayne Bravo,4.0,1,23,3,0,0,5.75,6,24,12,8,1,1,1,1,8.0
30,1,KKR,Umesh Yadav,4.0,0,44,0,0,1,11.0,1,24,11,5,2,0,3,3,0.0
30,1,KKR,Shivam Mavi,4.0,0,34,1,0,0,8.5,2,24,10,6,3,0,4,1,24.0
30,1,KKR,Varun Chakaravarthy,2.0,0,30,0,1,0,15.0,3,12,1,4,3,1,1,2,0.0
30,1,KKR,Pat Cummins,4.0,0,50,1,2,0,12.5,4,24,4,10,2,0,7,1,24.0
30,1,KKR,Sunil Narine,4.0,0,21,2,2,0,5.25,5,24,11,11,1,0,1,1,12.0
30,1,KKR,Andre Russell,2.0,0,29,1,1,0,14.5,6,12,3,4,0,0,3,2,12.0
30,2,RR,Trent Boult,4.0,0,48,0,0,0,12.0,1,24,7,8,1,0,5,3,0.0
30,2,RR,Prasidh Krishna,4.0,0,43,1,5,0,10.75,2,24,5,12,1,0,6,0,24.0
30,2,RR,Obed McCoy,3.4,0,41,2,4,0,11.18,3,22,6,8,3,1,2,2,11.0
30,2,RR,Ravichandran Ashwin,4.0,0,38,1,0,0,9.5,4,24,8,8,4,0,1,3,24.0
30,2,RR,Yuzvendra Chahal,4.0,0,40,5,4,0,10.0,5,24,7,11,0,1,4,1,4.8
31,1,LSG,Dushmantha Chameera,3.0,0,31,2,1,0,10.33,1,18,7,4,2,0,4,1,9.0
31,1,LSG,Avesh Khan,4.0,0,33,0,1,0,8.25,2,24,7,10,4,0,2,1,0.0
31,1,LSG,Krunal Pandya,4.0,0,29,1,0,0,7.25,3,24,6,15,0,0,2,1,24.0
31,1,LSG,Ravi Bishnoi,4.0,0,47,0,1,1,11.75,4,24,5,9,4,0,4,2,0.0
31,1,LSG,Jason Holder,4.0,0,25,2,2,0,6.25,5,24,8,13,1,0,2,0,12.0
31,1,LSG,Marcus Stoinis,1.0,0,14,0,1,0,14.0,6,6,0,3,1,0,2,0,0.0
31,2,RCB,Mohammed Siraj,4.0,0,31,1,1,0,7.75,1,24,12,6,0,0,6,0,24.0
31,2,RCB,Glenn Maxwell,2.0,0,11,1,1,0,5.5,2,12,6,4,1,0,1,0,12.0
31,2,RCB,Josh Hazlewood,4.0,0,25,4,2,0,6.25,3,24,10,11,1,0,1,1,6.0
31,2,RCB,Shahbaz Ahmed,4.0,0,25,0,0,0,6.25,4,24,10,9,3,0,1,1,0.0
31,2,RCB,Harshal Patel,4.0,0,47,2,3,0,11.75,5,24,7,10,1,0,5,2,12.0
31,2,RCB,Wanindu Hasaranga,2.0,0,20,0,0,0,10.0,6,12,5,4,0,0,1,2,0.0
32,1,DC,Shardul Thakur,2.0,0,20,0,0,0,10.0,1,12,5,2,1,0,4,0,0.0
32,1,DC,Khaleel Ahmed,4.0,0,21,2,1,0,5.25,2,24,13,6,3,0,2,0,12.0
32,1,DC,Lalit Yadav,2.0,0,11,2,0,0,5.5,3,12,8,1,1,0,2,0,6.0
32,1,DC,Mustafizur Rahman,4.0,0,28,1,0,0,7.0,4,24,14,4,1,0,4,1,24.0
32,1,DC,Axar Patel,4.0,0,10,2,0,0,2.5,5,24,14,10,0,0,0,0,12.0
32,1,DC,Kuldeep Yadav,4.0,0,24,2,0,0,6.0,6,24,9,12,0,0,3,0,12.0
32,2,PBSK,Vaibhav Arora,2.0,0,31,0,0,0,15.5,1,12,2,3,1,0,5,1,0.0
32,2,PBSK,Kagiso Rabada,3.0,0,35,0,1,0,11.67,2,18,5,6,1,0,5,1,0.0
32,2,PBSK,Arshdeep Singh,1.0,0,17,0,3,0,17.0,3,6,1,2,0,0,3,0,0.0
32,2,PBSK,Nathan Ellis,2.0,0,15,0,2,0,7.5,4,12,5,5,0,0,2,0,0.0
32,2,PBSK,Rahul Chahar,2.3,0,21,1,0,0,8.4,5,15,4,7,1,0,3,0,15.0
33,1,CSK,Mukesh Choudhary,3.0,0,19,3,1,0,6.33,1,18,12,1,1,1,3,0,6.0
33,1,CSK,Mitchell Santner,3.0,0,16,1,0,0,5.33,2,18,9,6,1,0,2,0,18.0
33,1,CSK,Maheesh Theekshana,4.0,0,35,1,0,0,8.75,3,24,4,15,2,0,1,2,24.0
33,1,CSK,Ravindra Jadeja,4.0,0,30,0,0,0,7.5,4,24,8,10,3,0,2,1,0.0
33,1,CSK,Dwaine Pretorius,2.0,0,17,0,0,0,8.5,5,12,4,4,2,1,0,1,0.0
33,1,CSK,Dwayne Bravo,4.0,0,36,2,2,0,9.0,6,24,9,8,2,0,4,1,12.0
33,2,MI,Daniel Sams,4.0,0,30,4,1,0,7.5,1,24,12,7,1,0,2,2,6.0
33,2,MI,Jasprit Bumrah,4.0,0,29,0,2,0,7.25,2,24,9,11,1,0,2,1,0.0
33,2,MI,Riley Meredith,4.0,0,25,1,2,0,6.25,3,24,14,5,2,0,2,1,24.0
33,2,MI,Jaydev Unadkat,4.0,0,48,2,1,0,12.0,4,24,5,11,1,0,4,3,12.0
33,2,MI,Hrithik Shokeen,4.0,0,23,0,1,0,5.75,5,24,11,10,1,0,1,1,0.0
34,1,DC,Khaleel Ahmed,4.0,0,47,1,1,0,11.75,1,24,12,2,2,0,4,4,24.0
34,1,DC,Shardul Thakur,3.0,1,29,0,2,0,9.67,2,18,8,5,1,0,2,2,0.0
34,1,DC,Lalit Yadav,4.0,0,41,0,0,0,10.25,3,24,7,11,0,0,3,3,0.0
34,1,DC,Mustafizur Rahman,4.0,0,43,1,0,0,10.75,4,24,6,9,2,0,6,1,24.0
34,1,DC,Kuldeep Yadav,3.0,0,40,0,1,0,13.33,5,18,3,9,0,0,3,3,0.0
34,1,DC,Axar Patel,2.0,0,21,0,0,0,10.5,6,12,5,3,0,0,3,1,0.0
34,2,RR,Trent Boult,4.0,0,47,0,1,0,11.75,1,24,10,6,0,0,4,4,0.0
34,2,RR,Prasidh Krishna,4.0,1,22,3,0,0,5.5,2,24,14,6,0,0,4,0,8.0
34,2,RR,Obed McCoy,3.0,0,52,1,2,1,17.33,3,18,5,3,1,0,6,4,18.0
34,2,RR,Ravichandran Ashwin,4.0,0,32,2,1,0,8.0,4,24,4,16,1,0,3,0,12.0
34,2,RR,Yuzvendra Chahal,4.0,0,28,1,1,0,7.0,5,24,8,13,1,0,0,2,24.0
34,2,RR,Riyan Parag,1.0,0,22,0,2,0,22.0,6,6,0,2,1,0,1,2,0.0
35,1,KKR,Umesh Yadav,4.0,0,31,1,0,0,7.75,1,24,10,7,3,0,3,1,24.0
35,1,KKR,Tim Southee,4.0,0,24,3,2,0,6.0,2,24,11,8,3,0,2,0,8.0
35,1,KKR,Shivam Mavi,4.0,0,36,1,3,0,9.0,3,24,6,11,4,0,2,1,24.0
35,1,KKR,Sunil Narine,4.0,0,31,0,0,0,7.75,4,24,7,13,1,0,1,2,0.0
35,1,KKR,Varun Chakaravarthy,3.0,0,26,0,2,0,8.67,5,18,5,8,3,0,1,1,0.0
35,1,KKR,Andre Russell,1.0,0,5,4,0,0,5.0,6,6,4,1,0,0,1,0,1.5
35,2,GT,Mohammad Shami,4.0,0,20,2,1,0,5.0,1,24,16,5,0,0,2,1,12.0
35,2,GT,Yash Dayal,4.0,0,42,2,2,1,10.5,2,24,10,7,1,0,3,3,12.0
35,2,GT,Alzarri Joseph,4.0,0,31,1,1,0,7.75,3,24,12,7,1,0,2,2,24.0
35,2,GT,Lockie Ferguson,4.0,0,33,1,1,0,8.25,4,24,13,6,0,0,2,3,24.0
35,2,GT,Rashid Khan,4.0,0,22,2,0,0,5.5,5,24,11,8,3,0,2,0,12.0
36,1,SRH,Bhuvneshwar Kumar,2.1,0,8,1,0,0,3.69,1,13,8,4,0,0,1,0,13.0
36,1,SRH,Marco Jansen,4.0,0,25,3,3,0,6.25,2,24,14,6,0,0,4,0,8.0
36,1,SRH,T Natarajan,3.0,0,10,3,1,0,3.33,3,18,13,5,0,0,1,0,6.0
36,1,SRH,Jagadeesha Suchith,3.0,0,12,2,2,0,4.0,4,18,12,3,2,1,0,0,9.0
36,1,SRH,Umran Malik,4.0,0,13,1,1,1,3.25,5,24,19,2,1,1,1,0,24.0
36,2,RCB,Mohammed Siraj,2.0,0,15,0,1,0,7.5,1,12,6,4,0,0,1,1,0.0
36,2,RCB,Josh Hazlewood,3.0,0,31,0,0,0,10.33,2,18,7,4,0,1,6,0,0.0
36,2,RCB,Harshal Patel,2.0,0,18,1,0,0,9.0,3,12,5,4,0,0,2,1,12.0
36,2,RCB,Wanindu Hasaranga,1.0,0,7,0,0,0,7.0,4,6,2,3,0,0,1,0,0.0
37,1,MI,Daniel Sams,4.0,0,40,1,4,0,10.0,1,24,9,7,4,0,2,2,24.0
37,1,MI,Hrithik Shokeen,2.0,0,11,0,0,0,5.5,2,12,5,5,1,0,1,0,0.0
37,1,MI,Jasprit Bumrah,4.0,0,31,1,0,0,7.75,3,24,9,9,2,0,3,1,24.0
37,1,MI,Riley Meredith,4.0,0,40,2,1,0,10.0,4,24,10,7,1,0,3,3,12.0
37,1,MI,Jaydev Unadkat,4.0,0,36,0,0,0,9.0,5,24,5,14,0,0,4,1,0.0
37,1,MI,Kieron Pollard,2.0,0,8,2,0,0,4.0,6,12,5,6,1,0,0,0,6.0
37,2,LSG,Mohsin Khan,4.0,0,27,1,2,0,6.75,1,24,11,11,0,0,2,1,24.0
37,2,LSG,Dushmantha Chameera,4.0,0,14,0,2,0,3.5,2,24,15,8,0,0,1,0,0.0
37,2,LSG,Jason Holder,4.0,0,36,1,2,0,9.0,3,24,8,10,1,0,4,1,24.0
37,2,LSG,Krunal Pandya,4.0,0,19,3,1,0,4.75,4,24,10,12,1,0,1,0,8.0
37,2,LSG,Ravi Bishnoi,3.0,0,28,1,1,0,9.33,5,18,7,5,3,0,1,2,18.0
37,2,LSG,Ayush Badoni,1.0,0,6,1,0,0,6.0,6,6,1,4,1,0,0,0,6.0
38,1,CSK,Mukesh Choudhary,4.0,0,36,0,3,0,9.0,1,24,6,11,3,0,4,0,0.0
38,1,CSK,Maheesh Theekshana,4.0,0,32,1,2,0,8.0,2,24,6,14,1,0,2,1,24.0
38,1,CSK,Mitchell Santner,2.0,0,8,0,0,0,4.0,3,12,7,4,0,0,1,0,0.0
38,1,CSK,Ravindra Jadeja,2.0,0,18,0,2,0,9.0,4,12,1,10,0,0,0,1,0.0
38,1,CSK,Dwaine Pretorius,4.0,0,50,0,2,0,12.5,5,24,4,12,1,0,4,3,0.0
38,1,CSK,Dwayne Bravo,4.0,0,42,2,2,2,10.5,6,24,5,12,2,0,4,1,12.0
38,2,PBSK,Kagiso Rabada,4.0,0,23,2,0,0,5.75,1,24,13,7,0,0,4,0,12.0
38,2,PBSK,Sandeep Sharma,4.0,0,40,1,2,0,10.0,2,24,11,7,0,0,3,3,24.0
38,2,PBSK,Rishi Dhawan,4.0,0,39,2,2,0,9.75,3,24,10,7,2,0,3,3,12.0
38,2,PBSK,Arshdeep Singh,4.0,0,23,1,1,0,5.75,4,24,9,12,1,0,2,0,24.0
38,2,PBSK,Rahul Chahar,3.0,0,30,0,1,0,10.0,5,18,4,9,1,0,3,1,0.0
38,2,PBSK,Liam Livingstone,1.0,0,12,0,0,0,12.0,6,6,2,2,0,0,1,1,0.0
39,1,RCB,Shahbaz Ahmed,3.0,0,35,0,2,0,11.67,1,18,4,9,1,0,1,3,0.0
39,1,RCB,Mohammed Siraj,4.0,0,30,2,0,0,7.5,2,24,12,6,1,0,4,1,12.0
39,1,RCB,Josh Hazlewood,4.0,1,19,2,0,0,4.75,3,24,16,5,0,0,2,1,12.0
39,1,RCB,Wanindu Hasaranga,4.0,0,23,2,1,0,5.75,4,24,11,10,1,0,1,1,12.0
39,1,RCB,Harshal Patel,4.0,0,33,1,0,0,8.25,5,24,6,13,2,0,1,2,24.0
39,1,RCB,Glenn Maxwell,1.0,0,4,0,0,0,4.0,6,6,2,4,0,0,0,0,0.0
39,2,RR,Trent Boult,3.0,0,20,0,0,0,6.67,1,18,10,4,0,0,4,0,0.0
39,2,RR,Prasidh Krishna,4.0,0,23,2,3,0,5.75,2,24,16,4,1,0,2,1,12.0
39,2,RR,Ravichandran Ashwin,4.0,0,17,3,1,0,4.25,3,24,14,8,1,0,0,1,8.0
39,2,RR,Kuldeep Sen,3.3,0,20,4,0,0,5.71,4,21,11,6,2,0,1,1,5.25
39,2,RR,Daryl Mitchell,1.0,0,7,0,1,0,7.0,5,6,1,4,1,0,0,0,0.0
39,2,RR,Yuzvendra Chahal,4.0,0,23,0,1,0,5.75,6,24,15,5,0,1,2,1,0.0
40,1,GT,Mohammad Shami,4.0,0,39,3,2,0,9.75,1,24,14,5,0,0,5,2,8.0
40,1,GT,Yash Dayal,4.0,0,24,1,1,0,6.0,2,24,8,13,1,0,2,0,24.0
40,1,GT,Alzarri Joseph,4.0,0,35,1,1,0,8.75,3,24,8,8,4,0,3,1,24.0
40,1,GT,Rashid Khan,4.0,0,45,0,0,0,11.25,4,24,2,15,2,0,2,3,0.0
40,1,GT,Lockie Ferguson,4.0,0,52,0,2,0,13.0,5,24,6,10,1,0,2,5,0.0
40,2,SRH,Bhuvneshwar Kumar,4.0,0,33,0,0,0,8.25,1,24,7,11,2,0,3,1,0.0
40,2,SRH,Marco Jansen,4.0,0,63,0,2,0,15.75,2,24,4,11,0,0,5,5,0.0
40,2,SRH,T Natarajan,4.0,0,43,0,1,0,10.75,3,24,7,8,2,0,6,1,0.0
40,2,SRH,Washington Sundar,4.0,0,34,0,1,0,8.5,4,24,4,16,1,0,2,1,0.0
40,2,SRH,Umran Malik,4.0,0,25,5,1,0,6.25,5,24,12,8,0,0,4,0,4.8
41,1,DC,Mustafizur Rahman,4.0,0,18,3,1,0,4.5,1,24,14,7,1,0,2,0,8.0
41,1,DC,Chetan Sakariya,3.0,0,17,1,0,0,5.67,2,18,8,7,1,0,2,0,18.0
41,1,DC,Shardul Thakur,3.0,0,32,0,2,0,10.67,3,18,2,10,3,0,2,1,0.0
41,1,DC,Axar Patel,4.0,0,28,1,0,0,7.0,4,24,5,16,0,0,3,0,24.0
41,1,DC,Kuldeep Yadav,3.0,0,14,4,0,0,4.67,5,18,8,8,1,0,1,0,4.5
41,1,DC,Lalit Yadav,3.0,0,32,0,0,1,10.67,6,18,3,13,0,0,0,3,0.0
41,2,KKR,Umesh Yadav,4.0,0,24,3,0,0,6.0,1,24,13,6,0,2,3,0,8.0
41,2,KKR,Harshit Rana,3.0,0,24,1,0,1,8.0,2,18,8,7,1,0,2,1,18.0
41,2,KKR,Tim Southee,4.0,0,31,0,1,0,7.75,3,24,6,14,1,0,2,1,0.0
41,2,KKR,Sunil Narine,4.0,0,19,1,1,0,4.75,4,24,13,8,1,0,2,0,24.0
41,2,KKR,Nitish Rana,1.0,0,14,0,0,0,14.0,5,6,1,2,0,0,3,0,0.0
41,2,KKR,Andre Russell,1.0,0,14,0,0,0,14.0,6,6,1,2,1,0,1,1,0.0
41,2,KKR,Venkatesh Iyer,1.0,0,14,0,0,0,14.0,7,6,0,4,0,0,1,1,0.0
41,2,KKR,Shreyas Iyer,1.0,0,7,0,0,0,7.0,8,6,4,1,0,0,0,1,0.0
42,1,PBSK,Arshdeep Singh,4.0,0,23,0,0,0,5.75,1,24,8,13,1,0,3,0,0.0
42,1,PBSK,Sandeep Sharma,4.0,0,18,1,2,0,4.5,2,24,14,8,0,0,2,0,24.0
42,1,PBSK,Kagiso Rabada,4.0,0,38,4,1,0,9.5,3,24,12,5,2,0,1,4,6.0
42,1,PBSK,Rishi Dhawan,2.0,0,13,0,0,0,6.5,4,12,6,3,2,0,1,1,0.0
42,1,PBSK,Liam Livingstone,2.0,0,23,0,1,0,11.5,5,12,1,6,3,0,1,1,0.0
42,1,PBSK,Rahul Chahar,4.0,0,30,2,0,0,7.5,6,24,10,10,0,0,2,2,12.0
42,2,LSG,Mohsin Khan,4.0,1,24,3,2,0,6.0,1,24,14,6,1,0,3,1,8.0
42,2,LSG,Dushmantha Chameera,4.0,0,17,2,2,0,4.25,2,24,17,5,0,0,1,1,12.0
42,2,LSG,Jason Holder,1.0,0,8,0,0,0,8.0,3,6,1,4,0,0,1,0,0.0
42,2,LSG,Avesh Khan,3.0,0,26,0,1,0,8.67,4,18,10,3,0,0,4,1,0.0
42,2,LSG,Ravi Bishnoi,4.0,0,41,1,2,1,10.25,5,24,10,8,1,0,4,2,24.0
42,2,LSG,Krunal Pandya,4.0,1,11,2,1,0,2.75,6,24,15,8,1,0,0,0,12.0
43,1,GT,Mohammad Shami,4.0,0,39,1,1,0,9.75,1,24,9,7,2,1,3,2,24.0
43,1,GT,Pradeep Sangwan,4.0,0,19,2,0,0,4.75,2,24,12,9,1,0,2,0,12.0
43,1,GT,Alzarri Joseph,4.0,0,42,1,1,0,10.5,3,24,9,7,1,0,5,2,24.0
43,1,GT,Rashid Khan,4.0,0,29,1,0,0,7.25,4,24,4,17,1,0,1,1,24.0
43,1,GT,Lockie Ferguson,4.0,0,36,1,0,0,9.0,5,24,10,6,2,0,5,1,24.0
43,2,RCB,Glenn Maxwell,1.0,0,10,0,0,0,10.0,1,6,2,2,0,0,2,0,0.0
43,2,RCB,Mohammed Siraj,4.0,0,35,0,2,0,8.75,2,24,11,5,2,0,7,0,0.0
43,2,RCB,Josh Hazlewood,3.3,0,36,0,1,0,10.29,3,21,5,9,2,0,4,1,0.0
43,2,RCB,Shahbaz Ahmed,3.0,0,26,2,0,1,8.67,4,18,4,11,0,0,2,1,9.0
43,2,RCB,Harshal Patel,4.0,0,35,0,1,0,8.75,5,24,3,16,2,0,2,1,0.0
43,2,RCB,Wanindu Hasaranga,4.0,0,28,2,0,0,7.0,6,24,9,10,2,0,2,1,12.0
